date,stock,binNum,binStartTime,binEndTime,auctionIndicator,volume,binStartPrice,binEndPrice,day_openPrice,day_closePrice,day_lowPrice,day_highPrice,output_remainingVolume,output_closeAuctionVolume,output_closePriceDirection
d0,stock0,49,25:00.0,30:00.0,,19000,100.0052,100.0052,99.54853,100.1067,99.54853,100.4618,1282500,439500,1
d0,stock0,50,30:00.0,35:00.0,,5000,100.0052,99.95444,99.54853,100.1067,99.54853,100.4618,1263500,439500,1
d0,stock0,51,35:00.0,40:00.0,,24000,99.95444,99.95444,99.54853,100.1067,99.54853,100.4618,1258500,439500,1
d0,stock0,52,40:00.0,45:00.0,,10500,99.95444,99.85296,99.54853,100.1067,99.54853,100.4618,1234500,439500,1
d0,stock0,53,45:00.0,50:00.0,,58000,99.80223,99.95444,99.54853,100.1067,99.54853,100.4618,1224000,439500,1
d0,stock0,54,50:00.0,55:00.0,,5500,99.9037,99.9037,99.54853,100.1067,99.54853,100.4618,1166000,439500,1
d0,stock0,55,55:00.0,00:00.0,,43000,99.9037,99.95444,99.54853,100.1067,99.54853,100.4618,1160500,439500,1
d0,stock0,56,00:00.0,05:00.0,,3500,99.95444,100.0052,99.54853,100.1067,99.54853,100.4618,1117500,439500,1
d0,stock0,57,05:00.0,10:00.0,,12000,99.95444,99.95444,99.54853,100.1067,99.54853,100.4618,1114000,439500,1
d0,stock0,58,10:00.0,15:00.0,,20500,99.95444,99.95444,99.54853,100.1067,99.54853,100.4618,1102000,439500,1
d0,stock0,59,15:00.0,20:00.0,,50500,99.95444,99.85296,99.54853,100.1067,99.54853,100.4618,1081500,439500,1
d0,stock0,60,20:00.0,25:00.0,,111500,99.85296,99.95444,99.54853,100.1067,99.54853,100.4618,1031000,439500,1
d0,stock0,61,25:00.0,30:00.0,,74000,99.95444,99.9037,99.54853,100.1067,99.54853,100.4618,919500,439500,1
d0,stock0,62,30:00.0,35:00.0,,24500,99.95444,99.85296,99.54853,100.1067,99.54853,100.4618,845500,439500,1
d0,stock0,63,35:00.0,40:00.0,,13000,99.85296,99.85296,99.54853,100.1067,99.54853,100.4618,821000,439500,1
d0,stock0,64,40:00.0,45:00.0,,69000,99.85296,99.85296,99.54853,100.1067,99.54853,100.4618,808000,439500,1
d0,stock0,65,45:00.0,50:00.0,,35500,99.85296,99.85296,99.54853,100.1067,99.54853,100.4618,739000,439500,1
d0,stock0,66,50:00.0,55:00.0,,99500,99.85296,99.80223,99.54853,100.1067,99.54853,100.4618,703500,439500,1
d0,stock0,67,55:00.0,00:00.0,,164500,99.80223,99.9037,99.54853,100.1067,99.54853,100.4618,604000,439500,1
d0,stock0,68,00:00.0,10:00.0,CloseAuction,439500,100.1067,100.1067,99.54853,100.1067,99.54853,100.4618,439500,439500,1
d0,stock1,1,00:00.0,30:00.0,OpenAuction,7000,99.86806,99.86806,99.86806,99.99298,99.74315,100.3053,1112500,118500,1
d0,stock1,2,30:00.0,35:00.0,,39500,99.93052,100.3053,99.86806,99.99298,99.74315,100.3053,1105500,118500,1
d0,stock1,3,35:00.0,40:00.0,,27000,100.3053,100.1803,99.86806,99.99298,99.74315,100.3053,1066000,118500,1
d0,stock1,4,40:00.0,45:00.0,,4500,100.0554,99.99298,99.86806,99.99298,99.74315,100.3053,1039000,118500,1
d0,stock1,5,45:00.0,50:00.0,,25000,99.99298,100.0554,99.86806,99.99298,99.74315,100.3053,1034500,118500,1
d0,stock1,6,50:00.0,55:00.0,,7000,99.99298,100.0554,99.86806,99.99298,99.74315,100.3053,1009500,118500,1
d0,stock1,7,55:00.0,00:00.0,,5500,100.0554,100.0554,99.86806,99.99298,99.74315,100.3053,1002500,118500,1
d0,stock1,8,00:00.0,05:00.0,,7500,100.0554,99.99298,99.86806,99.99298,99.74315,100.3053,997000,118500,1
d0,stock1,9,05:00.0,10:00.0,,13000,99.99298,99.99298,99.86806,99.99298,99.74315,100.3053,989500,118500,1
d0,stock1,10,10:00.0,15:00.0,,34000,99.99298,99.93052,99.86806,99.99298,99.74315,100.3053,976500,118500,1
d0,stock1,11,15:00.0,20:00.0,,9500,99.93052,99.93052,99.86806,99.99298,99.74315,100.3053,942500,118500,1
d0,stock1,12,20:00.0,25:00.0,,1500,99.93052,99.99298,99.86806,99.99298,99.74315,100.3053,933000,118500,1
d0,stock1,13,25:00.0,30:00.0,,4000,99.93052,99.99298,99.86806,99.99298,99.74315,100.3053,931500,118500,1
d0,stock1,14,30:00.0,35:00.0,,17000,99.93052,99.93052,99.86806,99.99298,99.74315,100.3053,927500,118500,1
d0,stock1,15,35:00.0,40:00.0,,10500,99.93052,99.86806,99.86806,99.99298,99.74315,100.3053,910500,118500,1
d0,stock1,16,40:00.0,45:00.0,,18000,99.86806,100.0554,99.86806,99.99298,99.74315,100.3053,900000,118500,1
d0,stock1,17,45:00.0,50:00.0,,3500,99.99298,99.93052,99.86806,99.99298,99.74315,100.3053,882000,118500,1
d0,stock1,18,50:00.0,55:00.0,,10000,99.93052,99.86806,99.86806,99.99298,99.74315,100.3053,878500,118500,1
d0,stock1,19,55:00.0,00:00.0,,5000,99.86806,99.86806,99.86806,99.99298,99.74315,100.3053,868500,118500,1
d0,stock1,20,00:00.0,05:00.0,,3000,99.86806,99.86806,99.86806,99.99298,99.74315,100.3053,863500,118500,1
d0,stock1,21,05:00.0,10:00.0,,1500,99.86806,99.86806,99.86806,99.99298,99.74315,100.3053,860500,118500,1
d0,stock1,22,10:00.0,15:00.0,,,,,99.86806,99.99298,99.74315,100.3053,859000,118500,1
d0,stock1,23,15:00.0,20:00.0,,1500,99.86806,99.86806,99.86806,99.99298,99.74315,100.3053,859000,118500,1
d0,stock1,24,20:00.0,25:00.0,,1500,99.93052,99.86806,99.86806,99.99298,99.74315,100.3053,857500,118500,1
d0,stock1,25,25:00.0,30:00.0,,1000,99.93052,99.93052,99.86806,99.99298,99.74315,100.3053,856000,118500,1
d0,stock1,26,30:00.0,35:00.0,,,,,99.86806,99.99298,99.74315,100.3053,855000,118500,1
d0,stock1,27,35:00.0,40:00.0,,7500,99.93052,99.93052,99.86806,99.99298,99.74315,100.3053,855000,118500,1
d0,stock1,28,40:00.0,45:00.0,,5000,99.93052,99.86806,99.86806,99.99298,99.74315,100.3053,847500,118500,1
d0,stock1,29,45:00.0,50:00.0,,4500,99.86806,99.86806,99.86806,99.99298,99.74315,100.3053,842500,118500,1
d0,stock1,30,50:00.0,55:00.0,,43500,99.86806,99.80561,99.86806,99.99298,99.74315,100.3053,838000,118500,1
d0,stock1,31,55:00.0,00:00.0,,11500,99.80561,99.74315,99.86806,99.99298,99.74315,100.3053,794500,118500,1
d0,stock1,32,00:00.0,05:00.0,,10000,99.74315,99.86806,99.86806,99.99298,99.74315,100.3053,783000,118500,1
d0,stock1,33,05:00.0,10:00.0,,38500,99.93052,99.99298,99.86806,99.99298,99.74315,100.3053,773000,118500,1
d0,stock1,34,10:00.0,15:00.0,,14500,99.99298,100.0554,99.86806,99.99298,99.74315,100.3053,734500,118500,1
d0,stock1,35,15:00.0,20:00.0,,4500,100.0554,99.99298,99.86806,99.99298,99.74315,100.3053,720000,118500,1
d0,stock1,36,20:00.0,25:00.0,,7000,100.0554,99.99298,99.86806,99.99298,99.74315,100.3053,715500,118500,1
d0,stock1,37,25:00.0,30:00.0,,3500,99.99298,99.99298,99.86806,99.99298,99.74315,100.3053,708500,118500,1
d0,stock1,38,30:00.0,35:00.0,,25000,100.0554,99.99298,99.86806,99.99298,99.74315,100.3053,705000,118500,1
d0,stock1,39,35:00.0,40:00.0,,7000,99.93052,99.99298,99.86806,99.99298,99.74315,100.3053,680000,118500,1
d0,stock1,40,40:00.0,45:00.0,,3000,99.99298,99.93052,99.86806,99.99298,99.74315,100.3053,673000,118500,1
d0,stock1,41,45:00.0,50:00.0,,13000,99.99298,99.99298,99.86806,99.99298,99.74315,100.3053,670000,118500,1
d0,stock1,42,50:00.0,55:00.0,,5500,99.99298,99.99298,99.86806,99.99298,99.74315,100.3053,657000,118500,1
d0,stock1,43,55:00.0,00:00.0,,2500,99.99298,99.99298,99.86806,99.99298,99.74315,100.3053,651500,118500,1
d0,stock1,44,00:00.0,05:00.0,,6000,100.0554,100.0554,99.86806,99.99298,99.74315,100.3053,649000,118500,1
d0,stock1,45,05:00.0,10:00.0,,5000,100.0554,100.0554,99.86806,99.99298,99.74315,100.3053,643000,118500,1
d0,stock1,46,10:00.0,15:00.0,,11500,100.0554,100.0554,99.86806,99.99298,99.74315,100.3053,638000,118500,1
d0,stock1,47,15:00.0,20:00.0,,23000,100.0554,99.99298,99.86806,99.99298,99.74315,100.3053,626500,118500,1
d0,stock1,48,20:00.0,25:00.0,,4000,100.0554,100.0554,99.86806,99.99298,99.74315,100.3053,603500,118500,1
d0,stock1,49,25:00.0,30:00.0,,8000,100.0554,99.99298,99.86806,99.99298,99.74315,100.3053,599500,118500,1
d0,stock1,50,30:00.0,35:00.0,,10500,100.0554,100.1179,99.86806,99.99298,99.74315,100.3053,591500,118500,1
d0,stock1,51,35:00.0,40:00.0,,42000,100.0554,99.99298,99.86806,99.99298,99.74315,100.3053,581000,118500,1
d0,stock1,52,40:00.0,45:00.0,,2500,99.93052,99.99298,99.86806,99.99298,99.74315,100.3053,539000,118500,1
d0,stock1,53,45:00.0,50:00.0,,8500,99.93052,99.99298,99.86806,99.99298,99.74315,100.3053,536500,118500,1
d0,stock1,54,50:00.0,55:00.0,,12000,99.99298,99.93052,99.86806,99.99298,99.74315,100.3053,528000,118500,1
d0,stock1,55,55:00.0,00:00.0,,7500,99.93052,100.0554,99.86806,99.99298,99.74315,100.3053,516000,118500,1
d0,stock1,56,00:00.0,05:00.0,,13500,100.0554,100.0554,99.86806,99.99298,99.74315,100.3053,508500,118500,1
d0,stock1,57,05:00.0,10:00.0,,5000,100.1179,100.1179,99.86806,99.99298,99.74315,100.3053,495000,118500,1
d0,stock1,58,10:00.0,15:00.0,,32500,100.0554,100.0554,99.86806,99.99298,99.74315,100.3053,490000,118500,1
d0,stock1,59,15:00.0,20:00.0,,106000,100.0554,100.0554,99.86806,99.99298,99.74315,100.3053,457500,118500,1
d0,stock1,60,20:00.0,25:00.0,,102000,100.0554,100.0554,99.86806,99.99298,99.74315,100.3053,351500,118500,1
d0,stock1,61,25:00.0,30:00.0,,17000,100.0554,100.1179,99.86806,99.99298,99.74315,100.3053,249500,118500,1
d0,stock1,62,30:00.0,35:00.0,,23500,100.1179,99.99298,99.86806,99.99298,99.74315,100.3053,232500,118500,1
d0,stock1,63,35:00.0,40:00.0,,2500,99.99298,99.99298,99.86806,99.99298,99.74315,100.3053,209000,118500,1
d0,stock1,64,40:00.0,45:00.0,,8000,99.99298,99.99298,99.86806,99.99298,99.74315,100.3053,206500,118500,1
d0,stock1,65,45:00.0,50:00.0,,13000,99.93052,99.93052,99.86806,99.99298,99.74315,100.3053,198500,118500,1
d0,stock1,66,50:00.0,55:00.0,,37500,99.93052,99.93052,99.86806,99.99298,99.74315,100.3053,185500,118500,1
d0,stock1,67,55:00.0,00:00.0,,29500,99.93052,99.93052,99.86806,99.99298,99.74315,100.3053,148000,118500,1
d0,stock1,68,00:00.0,10:00.0,CloseAuction,118500,99.99298,99.99298,99.86806,99.99298,99.74315,100.3053,118500,118500,1
d0,stock2,1,00:00.0,30:00.0,OpenAuction,9000,100.1289,100.1289,100.1289,99.9982,99.73677,100.2596,6846000,584000,0
d0,stock2,2,30:00.0,35:00.0,,252000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,6837000,584000,0
d0,stock2,3,35:00.0,40:00.0,,84000,99.9982,99.86749,100.1289,99.9982,99.73677,100.2596,6585000,584000,0
d0,stock2,4,40:00.0,45:00.0,,133000,99.9982,99.73677,100.1289,99.9982,99.73677,100.2596,6501000,584000,0
d0,stock2,5,45:00.0,50:00.0,,189000,99.86749,99.86749,100.1289,99.9982,99.73677,100.2596,6368000,584000,0
d0,stock2,6,50:00.0,55:00.0,,72000,99.86749,99.9982,100.1289,99.9982,99.73677,100.2596,6179000,584000,0
d0,stock2,7,55:00.0,00:00.0,,15000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,6107000,584000,0
d0,stock2,8,00:00.0,05:00.0,,82000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,6092000,584000,0
d0,stock2,9,05:00.0,10:00.0,,271000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,6010000,584000,0
d0,stock2,10,10:00.0,15:00.0,,13000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,5739000,584000,0
d0,stock2,11,15:00.0,20:00.0,,139000,99.9982,100.1289,100.1289,99.9982,99.73677,100.2596,5726000,584000,0
d0,stock2,12,20:00.0,25:00.0,,97000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,5587000,584000,0
d0,stock2,13,25:00.0,30:00.0,,38000,100.1289,100.1289,100.1289,99.9982,99.73677,100.2596,5490000,584000,0
d0,stock2,14,30:00.0,35:00.0,,84000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,5452000,584000,0
d0,stock2,15,35:00.0,40:00.0,,6000,99.9982,99.86749,100.1289,99.9982,99.73677,100.2596,5368000,584000,0
d0,stock2,16,40:00.0,45:00.0,,40000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,5362000,584000,0
d0,stock2,17,45:00.0,50:00.0,,53000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,5322000,584000,0
d0,stock2,18,50:00.0,55:00.0,,81000,99.86749,99.9982,100.1289,99.9982,99.73677,100.2596,5269000,584000,0
d0,stock2,19,55:00.0,00:00.0,,39000,99.86749,99.9982,100.1289,99.9982,99.73677,100.2596,5188000,584000,0
d0,stock2,20,00:00.0,05:00.0,,95000,99.9982,99.86749,100.1289,99.9982,99.73677,100.2596,5149000,584000,0
d0,stock2,21,05:00.0,10:00.0,,24000,99.9982,99.86749,100.1289,99.9982,99.73677,100.2596,5054000,584000,0
d0,stock2,22,10:00.0,15:00.0,,21000,99.86749,99.86749,100.1289,99.9982,99.73677,100.2596,5030000,584000,0
d0,stock2,23,15:00.0,20:00.0,,448000,99.86749,99.86749,100.1289,99.9982,99.73677,100.2596,5009000,584000,0
d0,stock2,24,20:00.0,25:00.0,,72000,99.86749,99.86749,100.1289,99.9982,99.73677,100.2596,4561000,584000,0
d0,stock2,25,25:00.0,30:00.0,,111000,99.86749,99.9982,100.1289,99.9982,99.73677,100.2596,4489000,584000,0
d0,stock2,26,30:00.0,35:00.0,,34000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,4378000,584000,0
d0,stock2,27,35:00.0,40:00.0,,21000,99.9982,99.86749,100.1289,99.9982,99.73677,100.2596,4344000,584000,0
d0,stock2,28,40:00.0,45:00.0,,28000,99.86749,99.86749,100.1289,99.9982,99.73677,100.2596,4323000,584000,0
d0,stock2,29,45:00.0,50:00.0,,70000,99.86749,99.86749,100.1289,99.9982,99.73677,100.2596,4295000,584000,0
d0,stock2,30,50:00.0,55:00.0,,36000,99.86749,99.86749,100.1289,99.9982,99.73677,100.2596,4225000,584000,0
d0,stock2,31,55:00.0,00:00.0,,58000,99.86749,99.86749,100.1289,99.9982,99.73677,100.2596,4189000,584000,0
d0,stock2,32,00:00.0,05:00.0,,213000,99.86749,99.9982,100.1289,99.9982,99.73677,100.2596,4131000,584000,0
d0,stock2,33,05:00.0,10:00.0,,442000,99.9982,100.1289,100.1289,99.9982,99.73677,100.2596,3918000,584000,0
d0,stock2,34,10:00.0,15:00.0,,114000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,3476000,584000,0
d0,stock2,35,15:00.0,20:00.0,,43000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,3362000,584000,0
d0,stock2,36,20:00.0,25:00.0,,13000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,3319000,584000,0
d0,stock2,37,25:00.0,30:00.0,,87000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,3306000,584000,0
d0,stock2,38,30:00.0,35:00.0,,94000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,3219000,584000,0
d0,stock2,39,35:00.0,40:00.0,,147000,100.1289,100.1289,100.1289,99.9982,99.73677,100.2596,3125000,584000,0
d0,stock2,40,40:00.0,45:00.0,,83000,99.9982,100.1289,100.1289,99.9982,99.73677,100.2596,2978000,584000,0
d0,stock2,41,45:00.0,50:00.0,,44000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,2895000,584000,0
d0,stock2,42,50:00.0,55:00.0,,19000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,2851000,584000,0
d0,stock2,43,55:00.0,00:00.0,,19000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,2832000,584000,0
d0,stock2,44,00:00.0,05:00.0,,57000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,2813000,584000,0
d0,stock2,45,05:00.0,10:00.0,,87000,99.9982,100.1289,100.1289,99.9982,99.73677,100.2596,2756000,584000,0
d0,stock2,46,10:00.0,15:00.0,,53000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,2669000,584000,0
d0,stock2,47,15:00.0,20:00.0,,87000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,2616000,584000,0
d0,stock2,48,20:00.0,25:00.0,,28000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,2529000,584000,0
d0,stock2,49,25:00.0,30:00.0,,28000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,2501000,584000,0
d0,stock2,50,30:00.0,35:00.0,,22000,100.1289,100.1289,100.1289,99.9982,99.73677,100.2596,2473000,584000,0
d0,stock2,51,35:00.0,40:00.0,,116000,99.9982,100.1289,100.1289,99.9982,99.73677,100.2596,2451000,584000,0
d0,stock2,52,40:00.0,45:00.0,,220000,100.1289,100.1289,100.1289,99.9982,99.73677,100.2596,2335000,584000,0
d0,stock2,53,45:00.0,50:00.0,,89000,99.9982,100.1289,100.1289,99.9982,99.73677,100.2596,2115000,584000,0
d0,stock2,54,50:00.0,55:00.0,,128000,100.1289,100.1289,100.1289,99.9982,99.73677,100.2596,2026000,584000,0
d0,stock2,55,55:00.0,00:00.0,,14000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,1898000,584000,0
d0,stock2,56,00:00.0,05:00.0,,119000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,1884000,584000,0
d0,stock2,57,05:00.0,10:00.0,,65000,100.1289,100.1289,100.1289,99.9982,99.73677,100.2596,1765000,584000,0
d0,stock2,58,10:00.0,15:00.0,,11000,99.9982,100.1289,100.1289,99.9982,99.73677,100.2596,1700000,584000,0
d0,stock2,59,15:00.0,20:00.0,,12000,100.1289,100.1289,100.1289,99.9982,99.73677,100.2596,1689000,584000,0
d0,stock2,60,20:00.0,25:00.0,,326000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,1677000,584000,0
d0,stock2,61,25:00.0,30:00.0,,121000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,1351000,584000,0
d0,stock2,62,30:00.0,35:00.0,,216000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,1230000,584000,0
d0,stock2,63,35:00.0,40:00.0,,40000,100.1289,99.9982,100.1289,99.9982,99.73677,100.2596,1014000,584000,0
d0,stock2,64,40:00.0,45:00.0,,34000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,974000,584000,0
d0,stock2,65,45:00.0,50:00.0,,99000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,940000,584000,0
d0,stock2,66,50:00.0,55:00.0,,37000,99.9982,99.86749,100.1289,99.9982,99.73677,100.2596,841000,584000,0
d0,stock2,67,55:00.0,00:00.0,,220000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,804000,584000,0
d0,stock2,68,00:00.0,10:00.0,CloseAuction,584000,99.9982,99.9982,100.1289,99.9982,99.73677,100.2596,584000,584000,0
d0,stock3,1,00:00.0,30:00.0,OpenAuction,6000,99.52295,99.52295,99.52295,100.6166,98.61156,100.7989,5449000,247000,1
d0,stock3,2,30:00.0,35:00.0,,50000,99.52295,99.52295,99.52295,100.6166,98.61156,100.7989,5443000,247000,1
d0,stock3,3,35:00.0,40:00.0,,130000,99.15839,99.15839,99.52295,100.6166,98.61156,100.7989,5393000,247000,1
d0,stock3,4,40:00.0,45:00.0,,26000,98.97612,99.15839,99.52295,100.6166,98.61156,100.7989,5263000,247000,1
d0,stock3,5,45:00.0,50:00.0,,65000,99.15839,99.15839,99.52295,100.6166,98.61156,100.7989,5237000,247000,1
d0,stock3,6,50:00.0,55:00.0,,66000,99.15839,98.97612,99.52295,100.6166,98.61156,100.7989,5172000,247000,1
d0,stock3,7,55:00.0,00:00.0,,24000,99.15839,98.97612,99.52295,100.6166,98.61156,100.7989,5106000,247000,1
d0,stock3,8,00:00.0,05:00.0,,74000,99.34067,99.34067,99.52295,100.6166,98.61156,100.7989,5082000,247000,1
d0,stock3,9,05:00.0,10:00.0,,125000,99.34067,99.34067,99.52295,100.6166,98.61156,100.7989,5008000,247000,1
d0,stock3,10,10:00.0,15:00.0,,192000,99.34067,99.15839,99.52295,100.6166,98.61156,100.7989,4883000,247000,1
d0,stock3,11,15:00.0,20:00.0,,87000,99.15839,99.15839,99.52295,100.6166,98.61156,100.7989,4691000,247000,1
d0,stock3,12,20:00.0,25:00.0,,206000,98.97612,99.34067,99.52295,100.6166,98.61156,100.7989,4604000,247000,1
